CustomerID,Name,Age,Gender,City,Salary,Department
1067,Riya,43.0,male,Pune,29967.0,MARKETING
1308,Pooja,20.0,FEMALE,Chennai,75445.0,sales
1068,Nikhil,42.0,FEMALE,Pune,109289.0,OPERATIONS
1199,Sneha,44.0,MALE,Pune,63578.0,Operations
1529,Sneha,22.0,FEMALE,Delhi,107522.0,SALES
1482,Divya,36.0,female,Lucknow,115009.0,Marketing
1758,Simran,,FEMALE,Chennai,36064.0,Marketing
1988,Riya,27.0,male,Chennai,119090.0,Marketing
1363, Divya,31.0,male,Lucknow,48620.0,HR
1845,Priya,45.0,MALE,Hyderabad,58722.0,SALES
1559, Sneha,30.0,Male,Mumbai,116470.0,HR
1619,Rohan,22.0,Female,Bangalore,36087.0,Operations
1353,,56.0,Male,Jaipur,25112.0,Sales
1761,Meera,27.0,female,Lucknow,61945.0,hr
1930,Sneha,37.0,Female,Pune,71754.0,OPERATIONS
1293,Sanjana,29.0,FEMALE,Mumbai,37112.0,MARKETING
1753,Neha,48.0,FEMALE,Jaipur,,Operations
1101,Amit,24.0,Female,Jaipur,107612.0,operations
1550,Rohan,36.0,MALE,Pune,29458.0,Sales
1948,Karan,30.0,female,Chennai,77656.0,Operations
1809, Priya,38.0,Male,Chennai,,Marketing
1306,Ayesha,56.0,FEMALE,Pune,29173.0,Hr
1629, Divya,55.0,Male,Jaipur ,117420.0,It
1159,Vikas,53.0,MALE,Delhi,107190.0,Finance
1552,Simran,40.0,FEMALE,Chennai,95843.0,operations
1003,Ayesha,46.0,female,Bangalore,,OPERATIONS
1729,Riya,56.0,Female,,101274.0,It
1209,Ankit,31.0,MALE,Lucknow,51564.0,HR
1300,Rakesh,49.0,Male,Mumbai,,Sales
1851,Vikas,45.0,female,Mumbai,68307.0,FINANCE
1437,Riya,26.0,MALE,Mumbai,43689.0,marketing
1870,Karan,23.0,FEMALE,Hyderabad,103976.0,Marketing
1412, Meera,51.0,male,Bangalore,85710.0,Operations
1615, Vikas,23.0,MALE,Chennai,91736.0,Operations
1908,,40.0,MALE,Jaipur,41103.0,It
1913,Rahul,28.0,Male,Mumbai,106159.0,FINANCE
1997,Meera,21.0,FEMALE,Bangalore ,61182.0,SALES
1963, Riya,43.0,MALE,Bangalore ,35922.0,OPERATIONS
1701,Riya,24.0,female,Lucknow,96696.0,Sales
1779,Vikas,59.0,male,Bangalore,47010.0,It
1307,,44.0,female,Jaipur,51400.0,Sales
1281,Nikhil,53.0,FEMALE,Mumbai,91899.0,sales
1494,Ankit,41.0,Female,,,Sales
1424,Rahul,21.0,female,Jaipur,41193.0,sales
1299,Amit,20.0,Male,Bangalore,98155.0,Finance
1468,Meera,26.0,female,Hyderabad,98903.0,HR
1885,Ankit,49.0,FEMALE,Lucknow,50939.0,Operations
1756,Sanjana,42.0,MALE,Delhi,101067.0,finance
1107,Neha,31.0,FEMALE,Mumbai,40417.0,sales
1859,Rakesh,34.0,MALE,Delhi,29886.0,IT
1056,Sneha,38.0,Male,Hyderabad,109388.0,Hr
1121,Ankit,42.0,Female,Delhi,51536.0,Finance
1311,Riya,34.0,Male,Hyderabad,70814.0,Marketing
1026,Simran,20.0,MALE,Hyderabad,91155.0,OPERATIONS
1073,Vikas,47.0,female,Delhi,52413.0,FINANCE
1531,Divya,43.0,FEMALE,Chennai,115605.0,hr
1045, Ayesha,49.0,female,Pune,88069.0,Finance
1276,Priya,37.0,Male,Pune,109444.0,FINANCE
1479,Ankit,53.0,male,Chennai ,,marketing
1315,Nikhil,,Female,Bangalore,109892.0,IT
1337,Meera,28.0,Female,Chennai,89887.0,finance
1690,Karan,44.0,Female,Pune,37207.0,HR
1431,Kavya,53.0,Male,,37360.0,Finance
1951,Rohan,33.0,female,Bangalore,61607.0,marketing
1834,Amit,57.0,female,Jaipur,109811.0,IT
1589,Meera,58.0,Male,Delhi ,43452.0,finance
1704,Amit,31.0,female,nan ,86744.0,finance
1328, Nikhil,48.0,Male,Pune,77815.0,HR
1900,Divya,26.0,male,Bangalore,96246.0,operations
1604,Neha,50.0,Female,Lucknow,28606.0,Operations
1928,Arjun,29.0,female,Delhi,62228.0,IT
1981,Rahul,23.0,female,Chennai,92753.0,finance
1972,Riya,56.0,MALE,Mumbai,30741.0,operations
1763,Pooja,20.0,FEMALE,Delhi,31476.0,Operations
1332,Ayesha,22.0,male,Hyderabad,81408.0,HR
1061,Sneha,51.0,Female,Delhi,106051.0,HR
1746,Ayesha,52.0,FEMALE,Jaipur,68442.0,Finance
1372,Riya,34.0,Female,Lucknow,32846.0,Operations
1093,Ankit,40.0,Female,Lucknow,28696.0,marketing
1723,Ayesha,20.0,Female,Pune,67056.0,Finance
1491,Ankit,21.0,FEMALE,Lucknow,,finance
1463,Arjun,,FEMALE,Pune,106132.0,marketing
1219,Nikhil,50.0,male,Jaipur,55106.0,Operations
1514,Rakesh,44.0,male,Hyderabad,59397.0,MARKETING
1621,Neha,30.0,Male,Lucknow,48408.0,Marketing
1426,Pooja,32.0,FEMALE,Pune,44233.0,operations
1333,Priya,25.0,FEMALE,Pune ,94267.0,SALES
1860, Kavya,42.0,Female,Jaipur,32485.0,It
1990,,27.0,female,Jaipur ,77113.0,finance
1583,Neha,32.0,FEMALE,Hyderabad,92173.0,Hr
1356,Meera,22.0,MALE,Bangalore,84722.0,FINANCE
1483,Ayesha,54.0,FEMALE,Chennai,93498.0,Operations
1546,Amit,43.0,female,Lucknow,43257.0,hr
1111,Rahul,57.0,FEMALE,Jaipur,37602.0,FINANCE
1515,Priya,43.0,Male,Lucknow,83671.0,Sales
1603,Arjun,58.0,FEMALE,Jaipur,46225.0,HR
1996,Amit,42.0,FEMALE,Lucknow,116051.0,hr
1508,Ankit,,female,Bangalore,78053.0,MARKETING
1335,Divya,24.0,Female,Delhi,52798.0,HR
1849,Vikas,47.0,MALE,Chennai,31859.0,IT
1295,Amit,44.0,Female,Hyderabad,69814.0,Sales
1287,Simran,51.0,female,Chennai,50675.0,HR
1939,Arjun,40.0,FEMALE,Jaipur,50525.0,it
1448,Sneha,39.0,FEMALE,Jaipur,27994.0,OPERATIONS
1693,Karan,58.0,Male,Mumbai,35799.0,IT
1653,Nikhil,39.0,Female,Lucknow,95293.0,Operations
1969,Sneha,58.0,male,Mumbai ,36094.0,finance
1278,Ayesha,35.0,female,Pune,46644.0,FINANCE
1759,Sanjana,42.0,MALE,Pune,101848.0,marketing
1138,Simran,56.0,MALE,Chennai,32812.0,IT
1502,Simran,35.0,female,Lucknow,46869.0,It
1405,Neha,46.0,Female,Delhi,66167.0,FINANCE
1524,Meera,48.0,MALE,Pune,39924.0,marketing
1781,Rohan,46.0,female,Hyderabad,112923.0,Operations
1978,Riya,52.0,Male,Chennai,55257.0,Operations
1581,Riya,52.0,FEMALE,Pune,101709.0,OPERATIONS
1238,Karan,36.0,Female,Pune,72135.0,Marketing
1989,Ayesha,57.0,FEMALE,Hyderabad,55908.0,Hr
1216, Amit,43.0,male,Bangalore,38156.0,finance
1895,Ayesha,50.0,female,Mumbai,91629.0,Operations
1245,Amit,34.0,Male,Delhi,37297.0,HR
1553,Arjun,37.0,Female,Lucknow ,108961.0,operations
1838,Pooja,27.0,female,Delhi,76727.0,IT
1864,Simran,35.0,male,Delhi,101280.0,hr
1668,Ayesha,58.0,FEMALE,Bangalore,72861.0,SALES
1622,Neha,37.0,male,Jaipur,25136.0,operations
1079,Rahul,33.0,male,Lucknow,37297.0,HR
1030, Divya,42.0,Male,Delhi,59064.0,operations
1451,Vikas,23.0,MALE,Bangalore,109381.0,it
1290,Amit,48.0,Female,Mumbai,117268.0,SALES
1050,Rakesh,48.0,Male,Lucknow,70242.0,Finance
1671,Meera,37.0,Female,Delhi,69942.0,marketing
1799,Rohan,32.0,FEMALE,Bangalore,79319.0,HR
1320,Arjun,30.0,Female,Hyderabad,35578.0,operations
1166,Priya,47.0,Male,Jaipur,55908.0,Finance
1931, Arjun,,Male,Hyderabad,53302.0,IT
1179,Priya,54.0,MALE,Delhi,,finance
1694,Divya,25.0,Female,Jaipur,96088.0,HR
1066,Kavya,22.0,FEMALE,Chennai,88227.0,sales
1142,Ankit,40.0,female,Delhi,68798.0,SALES
1986,,51.0,female,Chennai,39026.0,It
1352,Meera,33.0,female,Hyderabad,97827.0,it
1862,Vikas,40.0,Male,Jaipur,41767.0,FINANCE
1441,Vikas,47.0,female,Jaipur,27642.0,FINANCE
1347,Neha,57.0,MALE,Bangalore,36442.0,Hr
1255,Sneha,54.0,female,Bangalore,56845.0,OPERATIONS
1695,Ayesha,36.0,Male,Mumbai,53916.0,HR
1345,Simran,51.0,FEMALE,Pune,36254.0,it
1222,Priya,42.0,MALE,Bangalore,114272.0,finance
1236,Rahul,35.0,Female,Mumbai,89425.0,SALES
1548,Sanjana,30.0,MALE,,110178.0,It
1500,Rakesh,48.0,male,Mumbai,85128.0,It
1596,Rakesh,59.0,male,Pune,40954.0,marketing
1941, Divya,41.0,male,Bangalore,39334.0,OPERATIONS
1250,Rakesh,48.0,Female,,113499.0,sales
1661, nan,53.0,Female,Delhi,46113.0,finance
1382,Neha,24.0,FEMALE,,47931.0,It
1072,Arjun,52.0,Female,Hyderabad,30722.0,marketing
1095,Riya,38.0,Female,Pune,45313.0,Hr
1034,Rakesh,48.0,FEMALE,Bangalore ,93431.0,marketing
1260,Nikhil,50.0,Male,Delhi,58872.0,IT
1205,Meera,56.0,MALE,Jaipur,45466.0,Operations
1360,Pooja,22.0,FEMALE,Pune ,44552.0,FINANCE
1602,Rakesh,28.0,male,Jaipur,117471.0,sales
1399, Sneha,59.0,MALE,Bangalore,53230.0,sales
1078,Vikas,43.0,MALE,Lucknow,91732.0,Marketing
1085,Riya,33.0,male,Lucknow,80841.0,IT
1320,Arjun,30.0,Female,Hyderabad,35578.0,operations
1083,Divya,56.0,FEMALE,Bangalore,44702.0,It
1948,Karan,30.0,female,Chennai,77656.0,Operations
1708,Neha,30.0,male,Pune,115932.0,operations
1539,Arjun,36.0,male,Pune,107214.0,It
1544,Ankit,41.0,MALE,Hyderabad,117708.0,Operations
1826, Rahul,34.0,male,Delhi,101674.0,it
1429,Arjun,59.0,Female,Delhi,26306.0,It
1310,Sanjana,28.0,Male,Delhi,62564.0,MARKETING
1006,Ankit,36.0,Female,Pune,72153.0,Finance
1789,Rohan,35.0,female,Bangalore,67239.0,Operations
1105,Rahul,22.0,Male,Mumbai,76313.0,it
1098, Rahul,37.0,Female,Chennai,70740.0,sales
1297,Meera,39.0,female,Jaipur,75719.0,hr
1409,Nikhil,50.0,MALE,Lucknow,113229.0,OPERATIONS
1446,Karan,41.0,Female,Pune,40438.0,FINANCE
1904,Rohan,26.0,male,Bangalore,110679.0,HR
1282,Divya,49.0,female,Chennai,67291.0,finance
1267,Nikhil,45.0,Male,Pune,44456.0,Marketing
1740,Divya,48.0,MALE,,,Marketing
1887,Kavya,21.0,Male,Chennai,45324.0,SALES
1535,Divya,44.0,male,Chennai,68516.0,OPERATIONS
1433,Divya,54.0,male,Pune,70800.0,SALES
1912,Ayesha,45.0,FEMALE,Bangalore,53901.0,Sales
1657,Kavya,39.0,MALE,Jaipur,55954.0,IT
1119,Arjun,29.0,MALE,Bangalore,89503.0,It
1406,,57.0,male,Pune ,96291.0,FINANCE
1251,Priya,37.0,Female,Mumbai,103958.0,finance
1378,Amit,25.0,Female,Chennai,70270.0,Marketing
1616,Amit,25.0,Female,Mumbai,106257.0,marketing
1010,Sneha,25.0,MALE,Mumbai,37867.0,Operations
1358, Arjun,48.0,MALE,Hyderabad,41523.0,Hr
1197,Amit,36.0,FEMALE,Mumbai,63402.0,operations
1632,Vikas,51.0,MALE,Bangalore,115063.0,IT
1082,Karan,23.0,FEMALE,Hyderabad,65695.0,IT
1527,Arjun,46.0,FEMALE,Lucknow,26014.0,HR
1831,Sneha,52.0,Female,Chennai,112796.0,Marketing
1906,Ankit,32.0,FEMALE,Lucknow,90901.0,sales
1240,Riya,45.0,Male,Jaipur,103077.0,It
1324,Meera,26.0,female,Hyderabad,92391.0,HR
1212,Rahul,36.0,MALE,Pune ,76001.0,Hr
1847,Rahul,21.0,Male,Pune,92165.0,marketing
1549,Rahul,32.0,Female,Hyderabad,45025.0,finance
1498,Karan,36.0,female,Mumbai,87943.0,Sales
1228,Vikas,37.0,female,Delhi,53884.0,It
1892,Rahul,49.0,Female,Hyderabad,54063.0,Sales
1815,Simran,,male,Delhi,66003.0,it
1829,Neha,48.0,female,Bangalore,91025.0,SALES
1178,Divya,59.0,Female,Lucknow,32415.0,Sales
1975,Vikas,22.0,male,Hyderabad,95532.0,Finance
1434,,25.0,male,Hyderabad,61963.0,Marketing
1944,Sneha,54.0,Female,Delhi,31644.0,Operations
1517,Neha,37.0,MALE,Hyderabad ,91897.0,sales
1351,Arjun,23.0,Male,Pune,41199.0,Finance
1519,Divya,35.0,female,Lucknow,,marketing
1008,Karan,44.0,MALE,nan ,38979.0,finance
1156,Pooja,25.0,male,Chennai,45954.0,marketing
1945,Karan,47.0,MALE,Delhi,57933.0,it
1884,Riya,55.0,Female,Lucknow,62701.0,FINANCE
1330,Simran,53.0,Male,Mumbai,57298.0,Hr
1543,Vikas,57.0,MALE,Bangalore,116829.0,finance
1440,Divya,53.0,MALE,Jaipur ,99816.0,hr
1810,Ayesha,25.0,MALE,Delhi,102299.0,finance
1901,Ankit,55.0,female,Jaipur,44259.0,sales
1371,Nikhil,43.0,MALE,Hyderabad,109526.0,FINANCE
1605,Rahul,51.0,male,Chennai,,It
1974,Sanjana,55.0,MALE,Lucknow,93798.0,operations
1594, Amit,34.0,Female,Pune,72406.0,HR
1877,Divya,23.0,FEMALE,Delhi,91458.0,Operations
1555,Ayesha,37.0,FEMALE,Lucknow,68427.0,FINANCE
1754,Pooja,58.0,Male,Mumbai,80480.0,IT
1874,Amit,38.0,FEMALE,Bangalore,62019.0,it
1533,Ankit,39.0,male,Lucknow,48248.0,operations
1867,Rahul,55.0,male,Lucknow,37226.0,It
1229,Vikas,44.0,Female,Delhi,115421.0,Sales
1391,Nikhil,59.0,FEMALE,Hyderabad,35561.0,Hr
1760, Arjun,35.0,Female,Chennai,62548.0,marketing
1213,,29.0,MALE,Delhi,82649.0,marketing
1080,Simran,51.0,FEMALE,Hyderabad,93323.0,operations
1149,Ankit,57.0,Male,Pune,67351.0,SALES
1303,Riya,,male,Delhi,49618.0,operations
1449,Pooja,51.0,MALE,Delhi,26813.0,hr
1362,Sanjana,53.0,female,Mumbai,97525.0,Operations
1532, Simran,22.0,Male,Chennai,107409.0,FINANCE
1530,Rohan,48.0,MALE,Mumbai,58458.0,Marketing
1044,Riya,47.0,FEMALE,Mumbai,35211.0,OPERATIONS
1674,Ayesha,34.0,Male,Delhi,68370.0,operations
1134,Priya,45.0,Female,Pune,114390.0,IT
1576,Riya,29.0,FEMALE,Jaipur,93814.0,marketing
1312, Rahul,43.0,Female,Lucknow,104747.0,marketing
1635,Divya,37.0,Male,Chennai,52518.0,Hr
1568,Ayesha,31.0,Male,Lucknow,113835.0,MARKETING
1821,Rahul,40.0,Male,Chennai,60740.0,It
1001,Ankit,26.0,Female,Delhi,118344.0,operations
1478,Vikas,53.0,FEMALE,Pune,85686.0,it
1317,Pooja,,female,Hyderabad,95533.0,MARKETING
1738,Arjun,39.0,female,Lucknow,29994.0,hr
1573,Simran,47.0,FEMALE,Jaipur,117247.0,Sales
1381,Divya,47.0,MALE,Lucknow,115239.0,HR
1833,Karan,54.0,male,Bangalore,81233.0,Marketing
1973,Pooja,52.0,FEMALE,Jaipur,97374.0,OPERATIONS
1962,Ayesha,58.0,Male,Bangalore,33210.0,IT
1173,Priya,30.0,MALE,Delhi,109995.0,sales
1126,Ankit,28.0,female,Delhi,27871.0,It
1667,,25.0,female,,94166.0,SALES
1987,Divya,40.0,MALE,Mumbai ,78535.0,Marketing
1835,Rahul,45.0,FEMALE,Bangalore,84049.0,HR
1940,Priya,36.0,female,,104818.0,Operations
1091,Ankit,52.0,Female,Mumbai,53482.0,It
1979,Vikas,25.0,MALE,Hyderabad,39211.0,MARKETING
1182,Sneha,41.0,MALE,Hyderabad,62726.0,OPERATIONS
1364,Neha,28.0,FEMALE,Chennai,25887.0,finance
1275,Riya,32.0,male,Chennai,91216.0,IT
1965,Simran,,FEMALE,,58340.0,MARKETING
1070,Rakesh,56.0,MALE,Jaipur,68463.0,finance
1292,Neha,35.0,MALE,Hyderabad,78312.0,SALES
1132,Ankit,41.0,FEMALE,Mumbai,91668.0,SALES
1301,Pooja,22.0,Female,Bangalore,66328.0,hr
1606,Rahul,31.0,female,Mumbai,57828.0,OPERATIONS
1327,Kavya,39.0,Female,Pune,60531.0,Marketing
1145,Meera,53.0,MALE,,75574.0,Finance
1899,Riya,50.0,Male,Jaipur,106570.0,Marketing
1175,Neha,30.0,female,Jaipur,,OPERATIONS
1669,Divya,31.0,female,Pune,,IT
1136,Arjun,,female,Hyderabad,88814.0,IT
1452,Amit,46.0,Female,Hyderabad,80276.0,Sales
1165,Ankit,40.0,female,Delhi,39270.0,IT
1029,Neha,49.0,Male,Chennai,53001.0,It
1588,Rahul,41.0,female,Delhi,60529.0,it
1194,Vikas,28.0,FEMALE,,110076.0,finance
1430, Simran,,MALE,Pune,28849.0,OPERATIONS
1666, Priya,55.0,FEMALE,Lucknow,,Hr
1987,Divya,40.0,MALE,Mumbai ,78535.0,Marketing
1170,Sanjana,45.0,MALE,Hyderabad,44991.0,Marketing
1526,,34.0,Male,nan ,25869.0,Marketing
1141,Karan,37.0,Female,Chennai,27179.0,Marketing
1174,Priya,59.0,female,Jaipur,,MARKETING
1007,Divya,43.0,female,Lucknow,79110.0,SALES
1765,Vikas,48.0,male,Hyderabad,115101.0,HR
1520,Riya,46.0,MALE,Delhi,94906.0,operations
1679,Sneha,55.0,FEMALE,Bangalore,61320.0,Sales
1074,Ayesha,27.0,Male,Lucknow,117772.0,sales
1714,Vikas,48.0,Female,Pune ,75940.0,Hr
1676,Divya,54.0,female,Mumbai,40534.0,Finance
1239, nan,42.0,MALE,Pune,55881.0,sales
1146,Arjun,36.0,male,Pune,72857.0,Sales
1824,Simran,31.0,male,Hyderabad,101502.0,Finance
1235,,,FEMALE,Bangalore,35014.0,finance
1221,Sanjana,36.0,female,Lucknow,41589.0,It
1215,Pooja,35.0,Male,Bangalore,60517.0,operations
1689,Arjun,58.0,Male,Bangalore,94724.0,operations
1133,Divya,23.0,female,Mumbai,105070.0,sales
1903,Rohan,23.0,female,Mumbai,58457.0,it
1458, Sanjana,,MALE,Lucknow,,It
1685,Neha,56.0,female,Delhi,30618.0,IT
1423,Rahul,,FEMALE,Lucknow,51990.0,MARKETING
1186,Neha,39.0,FEMALE,Bangalore,74976.0,MARKETING
1042,Ankit,33.0,Female,Lucknow,101253.0,finance
1639,Rahul,51.0,MALE,Mumbai ,26700.0,Hr
1109,Kavya,24.0,FEMALE,Chennai,55099.0,marketing
1617,Rahul,41.0,MALE,Bangalore,86753.0,Marketing
1057,Rakesh,53.0,male,Pune,47601.0,HR
1450,Neha,55.0,FEMALE,Lucknow,118027.0,It
1774,,49.0,Female,Bangalore,98933.0,SALES
1590,Arjun,21.0,MALE,Chennai,74393.0,marketing
1896,Priya,29.0,female,Mumbai,105764.0,IT
1436,Sanjana,49.0,male,Pune,76707.0,IT
1025,Divya,26.0,FEMALE,Hyderabad,83627.0,OPERATIONS
1811,Karan,53.0,male,Bangalore,45176.0,OPERATIONS
1495,Kavya,30.0,female,Jaipur,115480.0,operations
1827,Kavya,40.0,male,Bangalore,106471.0,Operations
1982,Kavya,32.0,female,Chennai,77691.0,Sales
1929,,44.0,female,Mumbai,48386.0,SALES
1966,Simran,45.0,female,Lucknow,,HR
1339,Rohan,39.0,female,Bangalore,42266.0,Operations
1052,Sneha,22.0,Female,Delhi,112893.0,operations
1384,Neha,36.0,MALE,Mumbai,80633.0,OPERATIONS
1540,Rakesh,39.0,FEMALE,Lucknow,110947.0,IT
1992,Vikas,22.0,Female,Pune,71646.0,Operations
1661, nan,53.0,Female,Delhi,46113.0,finance
1964,Karan,38.0,female,Delhi,61289.0,HR
1265,Sanjana,56.0,MALE,Lucknow,,Marketing
1955,Kavya,54.0,Male,Delhi,71287.0,marketing
1742,Amit,54.0,male,Pune,62405.0,FINANCE
1713,Neha,29.0,female,Bangalore,90048.0,IT
1445,Arjun,48.0,male,Hyderabad,87260.0,Marketing
1396,Neha,43.0,Female,Hyderabad,26988.0,Sales
1542,Riya,28.0,male,Chennai ,44296.0,it
1496,Neha,46.0,Male,Pune,68764.0,Marketing
1019,Simran,36.0,female,Pune,112178.0,SALES
1747,Arjun,33.0,FEMALE,Delhi,76759.0,finance
1523,Rahul,36.0,male,Bangalore,68326.0,Operations
1595,Rohan,53.0,Female,Hyderabad,88059.0,SALES
1480,Kavya,48.0,FEMALE,Mumbai,94212.0,HR
1368,Rahul,24.0,FEMALE,Pune,111741.0,SALES
1084,Sanjana,40.0,FEMALE,Hyderabad,50242.0,FINANCE
1062,Kavya,26.0,female,Jaipur,61777.0,Finance
1484,Nikhil,32.0,Female,Hyderabad ,54943.0,Finance
1273,Arjun,41.0,MALE,Pune,44873.0,Sales
1286,Sanjana,51.0,male,Hyderabad ,66520.0,FINANCE
